DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231224613,12/9/23 0:00,12/9/23 0:00,1930,12,77th Street,1241,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0302,31,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,230,,,,6500    WEST                         BL,,33.9806,-118.3352
230917305,12/9/23 0:00,12/9/23 0:00,2000,9,Van Nuys,989,2,624,BATTERY - SIMPLE ASSAULT,0400 1822 0216 1309,59,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,13500    VENTURA                      BL,,34.1473,-118.4271
231917661,12/10/23 0:00,12/9/23 0:00,1,19,Mission,1995,1,210,ROBBERY,0344 0416 0417 0429 1822 0411,40,M,H,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,210,,,,BLYTHE,VAN NUYS                     BL,34.2152,-118.4488
231421601,12/11/23 0:00,12/9/23 0:00,1500,14,Pacific,1469,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    FLIGHT                       AV,,33.9758,-118.3751
231718904,12/9/23 0:00,12/9/23 0:00,1630,17,Devonshire,1764,2,625,OTHER ASSAULT,0444 1822,26,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,9300    TAMPA                        AV,,34.244,-118.5583
231321811,12/10/23 0:00,12/9/23 0:00,1900,13,Newton,1307,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700    MERCHANT                     ST,,34.0372,-118.2418
230126021,12/10/23 0:00,12/9/23 0:00,134,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,21,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
230126018,12/10/23 0:00,12/9/23 0:00,950,1,Central,139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,29,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,600 E  2ND                          ST,,34.0472,-118.2371
231321818,12/10/23 0:00,12/9/23 0:00,1510,13,Newton,1317,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    LONG BEACH                   AV,,34.0273,-118.2411
231224596,12/9/23 0:00,12/9/23 0:00,1250,12,77th Street,1253,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0302 0361 0603,28,M,B,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,230,,,,2000 W  79TH                         ST,,33.9709,-118.3112
231820661,12/11/23 0:00,12/9/23 0:00,1440,18,Southeast,1804,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 1822 0344,0,,,101,STREET,,,IC,Invest Cont,440,,,,MANCHESTER,CENTRAL                      AV,33.9602,-118.2564
231017016,12/9/23 0:00,12/9/23 0:00,2225,10,West Valley,1033,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1213 0906 1816 1310 1822 0445 0334,27,M,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,230,,,,6400    RESEDA                       BL,,34.1847,-118.5441
231321805,12/9/23 0:00,12/9/23 0:00,100,13,Newton,1365,1,210,ROBBERY,1822 0916 0605 0416 0400 0432 0344,39,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,50TH                         ST,COMPTON                      AV,33.9975,-118.2478
231518722,12/10/23 0:00,12/9/23 0:00,2000,15,N Hollywood,1567,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4400    CARTWRIGHT                   AV,,34.1504,-118.3631
231321828,12/9/23 0:00,12/9/23 0:00,57,13,Newton,1313,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344,28,M,B,108,PARKING LOT,,,IC,Invest Cont,331,,,,400 E  WASHINGTON                   BL,,34.0295,-118.2615
230718249,12/9/23 0:00,12/9/23 0:00,1000,7,Wilshire,782,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1309 0421 0416 0400,66,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,1800 S  FAIRFAX                      AV,,34.0431,-118.3692
230125978,12/9/23 0:00,12/9/23 0:00,2330,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609 1402,41,M,H,108,PARKING LOT,,,IC,Invest Cont,330,998,,,400 W  7TH                          ST,,34.0459,-118.2545
231614827,12/10/23 0:00,12/9/23 0:00,1800,16,Foothill,1663,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SHELDON                      ST,TELFAIR                      AV,34.2367,-118.3972
232019008,12/9/23 0:00,12/9/23 0:00,1800,20,Olympic,2081,2,624,BATTERY - SIMPLE ASSAULT,1822 1309 0202 0448 0400,0,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WESTERN                      AV,18TH                         ST,34.0417,-118.309
230222388,12/9/23 0:00,12/9/23 0:00,2115,2,Rampart,261,1,210,ROBBERY,1822 0344 0336 0390 0346,75,F,A,138,STAIRWELL*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2500 W  8TH                          ST,,34.0568,-118.2821
230125950,12/9/23 0:00,12/9/23 0:00,55,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0917 1266 1822 0416 2002,44,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,FLOWER,34.0487,-118.2588
231701430,12/10/23 0:00,12/9/23 0:00,2030,17,Devonshire,1764,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1402,0,X,X,201,JEWELRY STORE,,,IC,Invest Cont,343,998,,,9300    TAMPA                        AV,,34.244,-118.5583
231116662,12/9/23 0:00,12/9/23 0:00,540,11,Northeast,1146,1,210,ROBBERY,0344 1202 0432 0355 0377 0448 0305,70,F,A,149,RIVER BED*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2800    NEWELL                       ST,,34.1015,-118.2441
230126027,12/10/23 0:00,12/9/23 0:00,1300,1,Central,181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,43,F,C,713,CONVENTION CENTER,,,IC,Invest Cont,341,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
230415205,12/9/23 0:00,12/9/23 0:00,2245,4,Hollenbeck,423,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1251 1259 0552 1309 1258,16,F,H,101,STREET,,,IC,Invest Cont,237,,,,1100 N  MISSION                      RD,,34.0651,-118.2116
231321877,12/11/23 0:00,12/9/23 0:00,700,13,Newton,1333,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",334,0,,,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,1000 E  33RD                         ST,,34.0138,-118.2581
230222345,12/9/23 0:00,12/9/23 0:00,1200,2,Rampart,261,1,330,BURGLARY FROM VEHICLE,1307 1609 0329,27,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,800 S  HOOVER                       ST,,34.0577,-118.2842
231614851,12/11/23 0:00,12/9/23 0:00,1400,16,Foothill,1657,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1243 1814 0408 0416,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,10100    MOUNTAIR                     AV,,34.2523,-118.2932
231321798,12/9/23 0:00,12/9/23 0:00,300,13,Newton,1344,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0421 0411 0445,53,F,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,41ST                         ST,SAN PEDRO                    ST,34.0092,-118.2687
230222394,12/10/23 0:00,12/9/23 0:00,2000,2,Rampart,266,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 S  UNION                        AV,,34.0531,-118.2738
230125927,12/9/23 0:00,12/9/23 0:00,115,1,Central,112,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0411 1218 2033,40,M,W,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,1ST                          ST,HILL                         ST,34.057,-118.2437
230321039,12/10/23 0:00,12/9/23 0:00,2000,3,Southwest,376,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    ROLAND CURTIS                PL,,34.0145,-118.3045
230126025,12/10/23 0:00,12/9/23 0:00,5,1,Central,111,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,21,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 N  SPRING                       ST,,34.0582,-118.2387
232117494,12/9/23 0:00,12/9/23 0:00,2330,21,Topanga,2128,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0408,22,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,20400    ELKWOOD                      ST,,34.2124,-118.5771
231718903,12/9/23 0:00,12/9/23 0:00,1630,17,Devonshire,1764,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,28,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9300    TAMPA                        AV,,34.244,-118.5583
231600840,12/9/23 0:00,12/9/23 0:00,30,16,Foothill,1664,1,210,ROBBERY,0355 0334 0344 2004,0,M,O,239,MEDICAL MARIJUANA FACILITIES/BUSINESSES,102,HAND GUN,IC,Invest Cont,210,,,,11800    SHELDON                      ST,,34.2418,-118.3902
231614835,12/10/23 0:00,12/9/23 0:00,1800,16,Foothill,1608,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,10900    FOOTHILL                     BL,,34.2777,-118.3496
230321037,12/10/23 0:00,12/9/23 0:00,1800,3,Southwest,311,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5500    BLACKWELDER                  ST,,34.0287,-118.3641
230222357,12/9/23 0:00,12/9/23 0:00,38,2,Rampart,201,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,HELIOTROPE                   DR,WILLOWBROOK                  AV,34.0873,-118.296
232117474,12/9/23 0:00,12/9/23 0:00,1555,21,Topanga,2107,2,624,BATTERY - SIMPLE ASSAULT,401,63,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8400    GLASSPORT                    AV,,34.2222,-118.5938
230125984,12/9/23 0:00,12/9/23 0:00,2155,1,Central,185,1,330,BURGLARY FROM VEHICLE,0329 0344 1307 1609,30,M,W,211,PAWN SHOP,,,IC,Invest Cont,330,,,,200 E  9TH                          ST,,34.0407,-118.2541
231321824,12/10/23 0:00,12/9/23 0:00,1900,13,Newton,1325,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 E  27TH                         ST,,34.0178,-118.2554
230125988,12/9/23 0:00,12/9/23 0:00,1300,1,Central,181,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,35,F,A,713,CONVENTION CENTER,,,IC,Invest Cont,440,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
231016992,12/9/23 0:00,12/9/23 0:00,1800,10,West Valley,1094,1,310,BURGLARY,1609 0358 0344 0352 1822 0216 0209 0206 0329,60,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,18000    VALLEY VISTA                 BL,,34.158,-118.5251
230222340,12/9/23 0:00,12/9/23 0:00,2300,2,Rampart,212,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446,21,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,JUANITA,CLINTON,34.0818,-118.2905
231421568,12/9/23 0:00,12/9/23 0:00,1445,14,Pacific,1403,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,2900    TILDEN                       AV,,34.0293,-118.4274
230125985,12/9/23 0:00,12/9/23 0:00,2030,1,Central,159,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609 0321 1402,34,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,998,,,PALMETTO                     ST,SANTA FE                     AV,34.0404,-118.2308
230415249,12/11/23 0:00,12/9/23 0:00,1700,4,Hollenbeck,404,1,310,BURGLARY,344,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,400    WHEELING                     WY,,34.1035,-118.1874
231820579,12/9/23 0:00,12/9/23 0:00,500,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,10300 S  BROADWAY,,33.9428,-118.2781
232117515,12/9/23 0:00,12/9/23 0:00,1630,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,35,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21400    VICTORY                      BL,,34.1884,-118.5975
231718907,12/9/23 0:00,12/9/23 0:00,1722,17,Devonshire,1761,1,310,BURGLARY,321,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,22000    LASSEN                       ST,,34.25,-118.606
230125989,12/10/23 0:00,12/9/23 0:00,2300,1,Central,166,1,210,ROBBERY,0344 0355 1402 0387,28,M,B,203,OTHER BUSINESS,113,SIMULATED GUN,IC,Invest Cont,210,998,,,400 E  7TH                          ST,,34.0421,-118.2469
230126033,12/10/23 0:00,12/9/23 0:00,2300,1,Central,162,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344,24,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
230321003,12/9/23 0:00,12/9/23 0:00,310,3,Southwest,317,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 2000 1814 0216 0411,53,M,B,501,SINGLE FAMILY DWELLING,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,1500 W  ADAMS                        BL,,34.0349,-118.2959
231224592,12/9/23 0:00,12/9/23 0:00,1520,12,77th Street,1256,1,210,ROBBERY,1822 0342 0416 0344 0429,54,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,FLORENCE,FIGUEROA,33.9747,-118.2827
230618792,12/9/23 0:00,12/9/23 0:00,1900,6,Hollywood,647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 0445 0449 0216,31,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,998,,,1600    ARGYLE                       AV,,34.0998,-118.3252
231518713,12/10/23 0:00,12/9/23 0:00,1410,15,N Hollywood,1549,2,888,TRESPASSING,1822 2004 1501,0,X,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
230718229,12/9/23 0:00,12/9/23 0:00,500,7,Wilshire,777,1,310,BURGLARY,0346 1612 0329 1309 0375,22,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1600    CRENSHAW                     BL,,34.0429,-118.3329
230917259,12/9/23 0:00,12/9/23 0:00,945,9,Van Nuys,915,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000,36,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,VOSE                         ST,VAN NUYS                     BL,34.1985,-118.4488
231917689,12/9/23 0:00,12/9/23 0:00,2300,19,Mission,1945,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0216 2002,0,,,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,15300    CHATSWORTH                   ST,,34.2647,-118.4517
230125999,12/9/23 0:00,12/9/23 0:00,1920,1,Central,138,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1300 1310 1501,48,F,W,101,STREET,,,IC,Invest Cont,410,,,,3RD                          ST,ALAMEDA,34.0455,-118.2381
231718889,12/9/23 0:00,12/9/23 0:00,750,17,Devonshire,1795,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 2000 1813 0602 0416 0400 0913,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,998,,,8500    BALBOA                       BL,,34.2248,-118.5151
231518778,12/11/23 0:00,12/9/23 0:00,300,15,N Hollywood,1549,1,330,BURGLARY FROM VEHICLE,1822 0344 1302,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,5400    TUJUNGA                      AV,,34.1685,-118.379
231820616,12/10/23 0:00,12/9/23 0:00,2310,18,Southeast,1837,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1600 E  109TH                        ST,,33.9368,-118.2463
230201158,12/9/23 0:00,12/9/23 0:00,200,2,Rampart,265,1,761,BRANDISH WEAPON,1402 0334 0913 1817,54,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,761,998,,,700 S  WESTLAKE                     AV,,34.0559,-118.2756
230321082,12/10/23 0:00,12/9/23 0:00,2200,3,Southwest,311,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1606 0344 0385 1300,27,F,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,331,,,,5500    BLACKWELDER                  ST,,34.0287,-118.3641
231321883,12/11/23 0:00,12/9/23 0:00,100,13,Newton,1393,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 W  GAGE                         AV,,33.9824,-118.2764
231224594,12/9/23 0:00,12/9/23 0:00,1500,12,77th Street,1266,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1309 0447 0416,35,M,H,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,600 W  81ST                         ST,,33.9655,-118.2845
231518709,12/10/23 0:00,12/9/23 0:00,1800,15,N Hollywood,1548,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11000    MCCORMICK                    ST,,34.166,-118.3705
230917280,12/10/23 0:00,12/9/23 0:00,2100,9,Van Nuys,909,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7300    MATILIJA                     AV,,34.203,-118.4336
231718902,12/9/23 0:00,12/9/23 0:00,430,17,Devonshire,1749,1,320,"BURGLARY, ATTEMPTED",1202 1605,71,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,10400    DENSMORE                     AV,,34.2596,-118.4783
231017017,12/9/23 0:00,12/9/23 0:00,2225,10,West Valley,1033,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1816 1310 0400 1213 1822 0334 0445,27,M,B,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,230,,,,6400    RESEDA                       BL,,34.1847,-118.5441
231421560,12/10/23 0:00,12/9/23 0:00,800,14,Pacific,1406,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,23,M,W,101,STREET,,,IC,Invest Cont,331,,,,3600    MENTONE                      AV,,34.0243,-118.4085
230415197,12/9/23 0:00,12/9/23 0:00,615,4,Hollenbeck,466,2,624,BATTERY - SIMPLE ASSAULT,0446 0305,49,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2600 E  CESAR E CHAVEZ               AV,,34.0454,-118.2048
232019033,12/9/23 0:00,12/9/23 0:00,1930,20,Olympic,2029,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 0378 2028 0913,0,,,403,DRUG STORE,,,IC,Invest Cont,442,,,,300 S  VERMONT                      AV,,34.0691,-118.2916
230917310,12/9/23 0:00,12/9/23 0:00,1730,9,Van Nuys,919,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,48,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,7100    WOODMAN                      AV,,34.1994,-118.4313
231421506,12/9/23 0:00,12/9/23 0:00,1430,14,Pacific,1453,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4100    GLENCOE                      AV,,33.9904,-118.4433
230321032,12/9/23 0:00,12/9/23 0:00,930,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,522,,,,1000 W  34TH                         ST,,34.0243,-118.2876
231301174,12/9/23 0:00,12/9/23 0:00,1955,13,Newton,1313,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1100 0432 0430 1309 0213 2018 1272 1822,20,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,230,998,,,1100 E  16TH                         ST,,34.0274,-118.2508
231518729,12/9/23 0:00,12/9/23 0:00,1700,15,N Hollywood,1595,1,310,BURGLARY,1609,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    BERRY                        DR,,34.133,-118.3786
230126006,12/9/23 0:00,12/9/23 0:00,2130,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0910 2050 2052 0416 0344,17,M,B,809,METROLINK TRAIN,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,FIGUEROA,34.0494,-118.2599
231321862,12/10/23 0:00,12/9/23 0:00,1845,13,Newton,1364,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,28,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,4800    HOOPER                       AV,,33.9994,-118.2543
231820659,12/11/23 0:00,12/9/23 0:00,2340,18,Southeast,1846,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1300,0,,,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1400 E  111TH                        PL,,33.934,-118.2498
230618776,12/9/23 0:00,12/9/23 0:00,1000,6,Hollywood,668,1,761,BRANDISH WEAPON,1822 0334 0432 0312 0216,26,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,761,,,,5600 W  SUNSET                       BL,,34.0981,-118.3113
231321814,12/10/23 0:00,12/9/23 0:00,130,13,Newton,1343,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 E  41ST                         ST,,34.0114,-118.2624
230415202,12/10/23 0:00,12/9/23 0:00,30,4,Hollenbeck,478,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400    PERCY                        ST,,34.0286,-118.1996
230222358,12/9/23 0:00,12/9/23 0:00,1555,2,Rampart,201,1,310,BURGLARY,0344 0352 1601,58,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4700    WILLOW BROOK                 AV,,34.0894,-118.295
230321023,12/9/23 0:00,12/9/23 0:00,1015,3,Southwest,359,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446 1251 0201,21,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FIGUEROA                     ST,MCCARTHY                     WY,34.0167,-118.2811
232018999,12/9/23 0:00,12/9/23 0:00,2300,20,Olympic,2011,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1243 0400 1407 1419 1402 0416 0444,46,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,998,,,200 S  IRVING                       BL,,34.0713,-118.3184
232117469,12/9/23 0:00,12/9/23 0:00,1320,21,Topanga,2126,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1536 0416 0903 2054,22,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,946,,,ROSCOE                       BL,DEERING                      AV,34.2199,-118.5951
231224633,12/9/23 0:00,12/9/23 0:00,2230,12,77th Street,1257,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0417 0429 0416 0432,24,F,B,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,76TH                         ST,FIGUEROA                     ST,33.9708,-118.2827
231016993,12/9/23 0:00,12/9/23 0:00,1200,10,West Valley,1075,1,310,BURGLARY,1609 0358 1822 0329 0344,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    NEWCASTLE                    AV,,34.1601,-118.5251
231421557,12/10/23 0:00,12/9/23 0:00,230,14,Pacific,1438,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,41,M,O,108,PARKING LOT,,,IC,Invest Cont,740,,,,10800    VENICE                       BL,,34.0185,-118.4076
231421512,12/9/23 0:00,12/9/23 0:00,1215,14,Pacific,1499,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11500    AVIATION                     BL,,33.93,-118.3784
230917279,12/10/23 0:00,12/9/23 0:00,328,9,Van Nuys,985,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602,36,F,W,101,STREET,,,IC,Invest Cont,331,,,,4400    MURIETTA                     AV,,34.1504,-118.4383
232019036,12/9/23 0:00,12/9/23 0:00,1740,20,Olympic,2017,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822 0202 0378,0,,,402,MARKET,,,IC,Invest Cont,442,,,,3600 W  3RD                          ST,,34.0709,-118.2941
